hypothesis_id,birth_model,partition,direction_source,split_version,control_kind,control_description,event_count,jaccard_with_real,overlap_with_real,expected_overlap_fraction,mean_return,mean_excess_return,up_rate,delta_mean_excess_vs_real,p_value,p_value_lower,p_value_upper,p_value_method,draws,control_mean_std,decisive,verdict,warnings
HYP-CON-BZ-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,1398,,,,-0.039664,-0.039664,,0.002625,0.14925373134328357,0.8557213930348259,0.14925373134328357,permutation_one_sided,200.0,0.002747,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,1398,,,,-0.039694,-0.039694,,0.002655,0.15422885572139303,0.8507462686567164,0.15422885572139303,permutation_one_sided,200.0,0.002604,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1465,0.500258,969.0,,-0.037646,-0.037646,0.410401,0.000606,0.9252216133259609,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1446,0.494306,955.0,,-0.037677,-0.037677,0.412935,0.000637,0.9238206677268876,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",279,0.046382,25.0,0.084725,-0.023156,-0.023156,0.447312,-0.022396,0.9900497512437811,0.014925373134328358,0.9900497512437811,permutation_one_sided,200.0,0.010432,True,underperform,
HYP-CON-BZ-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,279,,,,-0.042867,-0.042867,,-0.002686,0.6616915422885572,0.34328358208955223,0.6616915422885572,permutation_one_sided,200.0,0.007386,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,279,,,,-0.043581,-0.043581,,-0.001972,0.5870646766169154,0.417910447761194,0.5870646766169154,permutation_one_sided,200.0,0.007592,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,286,0.09387,49.0,,-0.035424,-0.035424,0.405018,-0.010128,0.4828958284538155,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,291,0.099237,52.0,,-0.057939,-0.057939,0.393728,0.012386,0.381546260587309,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",251,0.024194,12.0,0.076222,-0.022003,-0.022003,0.447312,-0.020068,0.9751243781094527,0.029850746268656716,0.9751243781094527,permutation_one_sided,200.0,0.010064,True,underperform,
HYP-CON-BZ-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,251,,,,-0.048995,-0.048995,,0.006924,0.24378109452736318,0.7611940298507462,0.24378109452736318,permutation_one_sided,200.0,0.01,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,251,,,,-0.049391,-0.049391,,0.00732,0.22388059701492538,0.7810945273631841,0.22388059701492538,permutation_one_sided,200.0,0.010987,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,237,0.085714,39.0,,-0.047945,-0.047945,0.372881,0.005874,0.7343091859569153,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,230,0.082222,37.0,,-0.055794,-0.055794,0.386667,0.013724,0.4276046927164148,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",277,0.044693,24.0,0.084118,-0.024165,-0.024165,0.447312,-0.010005,0.8208955223880597,0.18407960199004975,0.8208955223880597,permutation_one_sided,200.0,0.011363,True,underperform,
HYP-CON-BZ-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,277,,,,-0.045515,-0.045515,,0.011345,0.08955223880597014,0.9154228855721394,0.08955223880597014,permutation_one_sided,200.0,0.008041,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,277,,,,-0.047176,-0.047176,,0.013006,0.07960199004975124,0.9253731343283582,0.07960199004975124,permutation_one_sided,200.0,0.008611,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,308,0.064748,36.0,,-0.045566,-0.045566,0.390728,0.011395,0.4104994814195345,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,280,0.093023,48.0,,-0.047431,-0.047431,0.390511,0.01326,0.360725227098675,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",328,0.061905,39.0,0.099605,-0.021471,-0.021471,0.447312,-0.010524,0.8805970149253731,0.12437810945273632,0.8805970149253731,permutation_one_sided,200.0,0.008867,True,underperform,
HYP-CON-ZW-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,328,,,,-0.036627,-0.036627,,0.004632,0.30845771144278605,0.6965174129353234,0.30845771144278605,permutation_one_sided,200.0,0.008832,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ZW-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,328,,,,-0.037569,-0.037569,,0.005575,0.22885572139303484,0.7761194029850746,0.22885572139303484,permutation_one_sided,200.0,0.008419,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ZW-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,419,0.160305,105.0,,-0.026396,-0.026396,0.428218,-0.005599,0.6711213428436373,,,welch_normal_approx,,,True,underperform,
HYP-CON-ZW-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,398,0.128244,84.0,,-0.043473,-0.043473,0.374346,0.011479,0.3635709580209158,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",440,0.069461,58.0,0.133617,-0.022738,-0.022738,0.447312,-0.018814,0.9850746268656716,0.01990049751243781,0.9850746268656716,permutation_one_sided,200.0,0.007924,True,underperform,
HYP-CON-ZW-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,440,,,,-0.03925,-0.03925,,-0.002302,0.6069651741293532,0.39800995024875624,0.6069651741293532,permutation_one_sided,200.0,0.00794,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ZW-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,440,,,,-0.039043,-0.039043,,-0.00251,0.6766169154228856,0.3283582089552239,0.6766169154228856,permutation_one_sided,200.0,0.007068,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ZW-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,448,0.12766,102.0,,-0.032442,-0.032442,0.43908,-0.009111,0.42444793997567065,,,welch_normal_approx,,,True,underperform,
HYP-CON-ZW-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,463,0.150754,120.0,,-0.044234,-0.044234,0.420935,0.002681,0.8198004460129837,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",404,0.057841,45.0,0.122684,-0.022254,-0.022254,0.447312,-0.004142,0.7313432835820896,0.2736318407960199,0.7313432835820896,permutation_one_sided,200.0,0.008404,True,underperform,
HYP-CON-ZW-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,404,,,,-0.035132,-0.035132,,0.008737,0.12437810945273632,0.8805970149253731,0.12437810945273632,permutation_one_sided,200.0,0.007615,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ZW-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,404,,,,-0.035573,-0.035573,,0.009177,0.11442786069651742,0.8905472636815921,0.11442786069651742,permutation_one_sided,200.0,0.007445,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ZW-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,379,0.146552,102.0,,-0.027459,-0.027459,0.432065,0.001063,0.9327226899597144,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,341,0.160305,105.0,,-0.031995,-0.031995,0.420732,0.005599,0.6711213428436373,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",172,0.017391,6.0,0.052232,-0.022469,-0.022469,0.447312,-0.02035,0.9253731343283582,0.07960199004975124,0.9253731343283582,permutation_one_sided,200.0,0.013538,True,underperform,
HYP-CON-ZW-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,172,,,,-0.044969,-0.044969,,0.002149,0.40298507462686567,0.6019900497512438,0.40298507462686567,permutation_one_sided,200.0,0.010524,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ZW-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,172,,,,-0.044399,-0.044399,,0.001579,0.44776119402985076,0.5572139303482587,0.44776119402985076,permutation_one_sided,200.0,0.010776,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ZW-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,224,0.10411,38.0,,-0.049747,-0.049747,0.407407,0.006927,0.7061842516227408,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,201,0.082621,29.0,,-0.06736,-0.06736,0.331633,0.024541,0.19750347632366227,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",143,0.017544,5.0,0.043425,-0.023723,-0.023723,0.447312,-0.027502,0.9651741293532339,0.03980099502487562,0.9651741293532339,permutation_one_sided,200.0,0.013896,True,underperform,
HYP-CON-ZW-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,143,,,,-0.051047,-0.051047,,-0.000179,0.527363184079602,0.47761194029850745,0.527363184079602,permutation_one_sided,200.0,0.013523,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ZW-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,143,,,,-0.050877,-0.050877,,-0.000349,0.5124378109452736,0.4925373134328358,0.5124378109452736,permutation_one_sided,200.0,0.013577,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ZW-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,151,0.071942,20.0,,-0.057875,-0.057875,0.355705,0.00665,0.7642580832968828,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,143,0.066176,18.0,,-0.059674,-0.059674,0.359712,0.008449,0.657772338421021,,,welch_normal_approx,,,True,outperform,
HYP-CON-ZW-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",200,0.035714,14.0,0.060735,-0.021761,-0.021761,0.447312,-0.027383,0.9701492537313433,0.03482587064676617,0.9701492537313433,permutation_one_sided,200.0,0.011864,True,underperform,
HYP-CON-ZW-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,200,,,,-0.045033,-0.045033,,-0.004111,0.6318407960199005,0.373134328358209,0.6318407960199005,permutation_one_sided,200.0,0.010753,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ZW-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,200,,,,-0.0444,-0.0444,,-0.004744,0.6616915422885572,0.34328358208955223,0.6616915422885572,permutation_one_sided,200.0,0.009754,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ZW-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,169,0.077586,27.0,,-0.036827,-0.036827,0.417178,-0.012317,0.4759747229878519,,,welch_normal_approx,,,True,underperform,
HYP-CON-ZW-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,158,0.099698,33.0,,-0.050449,-0.050449,0.372549,0.001306,0.9426915657599505,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",320,0.07225,44.0,0.097176,-0.023754,-0.023754,0.447312,-0.007897,0.7810945273631841,0.22388059701492538,0.7810945273631841,permutation_one_sided,200.0,0.010154,True,underperform,
HYP-CON-ALL3-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,320,,,,-0.03592,-0.03592,,0.004268,0.3333333333333333,0.6716417910447762,0.3333333333333333,permutation_one_sided,200.0,0.008309,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ALL3-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,320,,,,-0.035902,-0.035902,,0.004251,0.3034825870646766,0.7014925373134329,0.3034825870646766,permutation_one_sided,200.0,0.00865,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ALL3-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,403,0.157233,100.0,,-0.024231,-0.024231,0.427835,-0.00742,0.5776681315022847,,,welch_normal_approx,,,True,underperform,
HYP-CON-ALL3-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,389,0.126365,81.0,,-0.043937,-0.043937,0.371658,0.012286,0.3389483673475297,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",427,0.074442,60.0,0.129669,-0.021965,-0.021965,0.447312,-0.016741,0.9850746268656716,0.01990049751243781,0.9850746268656716,permutation_one_sided,200.0,0.008265,True,underperform,
HYP-CON-ALL3-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,427,,,,-0.0382,-0.0382,,-0.000507,0.5223880597014925,0.48258706467661694,0.5223880597014925,permutation_one_sided,200.0,0.00785,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ALL3-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,427,,,,-0.038646,-0.038646,,-6e-05,0.5223880597014925,0.48258706467661694,0.5223880597014925,permutation_one_sided,200.0,0.007426,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ALL3-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,435,0.120513,94.0,,-0.031892,-0.031892,0.443128,-0.006815,0.5548388312581889,,,welch_normal_approx,,,True,underperform,
HYP-CON-ALL3-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,451,0.143959,112.0,,-0.04475,-0.04475,0.417808,0.006043,0.6111930490932234,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",388,0.061745,46.0,0.117826,-0.021421,-0.021421,0.447312,-0.00281,0.6169154228855721,0.3880597014925373,0.6169154228855721,permutation_one_sided,200.0,0.009344,True,underperform,
HYP-CON-ALL3-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,388,,,,-0.033917,-0.033917,,0.009686,0.11940298507462686,0.8855721393034826,0.11940298507462686,permutation_one_sided,200.0,0.007483,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-ALL3-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,388,,,,-0.033011,-0.033011,,0.00878,0.11940298507462686,0.8855721393034826,0.11940298507462686,permutation_one_sided,200.0,0.007584,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-ALL3-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,367,0.140741,95.0,,-0.02726,-0.02726,0.429775,0.003029,0.8113572590743661,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,333,0.157233,100.0,,-0.031651,-0.031651,0.41875,0.00742,0.5776681315022847,,,welch_normal_approx,,,True,outperform,
HYP-CON-ALL3-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",64,0.023622,3.0,0.019435,-0.022122,-0.022122,0.447312,-0.04884,0.9651741293532339,0.03980099502487562,0.9651741293532339,permutation_one_sided,200.0,0.022815,True,underperform,
